n_samples,epsilon,run_idx,seed,dp_mse,dp_runtime_s,timestamp
100,0.1,0,100010,7.175799856380653,0.003100166009971872,2025-10-07 13:22:08
100,0.1,1,100011,1.7837198151054539,0.004294209007639438,2025-10-07 13:22:08
100,0.1,2,100012,1.3949749699799638,0.0031809590000193566,2025-10-07 13:22:08
100,0.1,3,100013,9.96500330792239,0.0027829580067191273,2025-10-07 13:22:08
100,0.1,4,100014,6.55746862522737,0.002695875009521842,2025-10-07 13:22:08
100,0.1,6,100016,4.090613814881117,0.0038669590139761567,2025-10-07 13:22:08
100,0.1,5,100015,1.9357221606081918,0.007646416983334348,2025-10-07 13:22:08
100,0.1,7,100017,13.817387955155123,0.0056320829899050295,2025-10-07 13:22:08
100,0.1,8,100018,10.081725377161682,0.006267958000535145,2025-10-07 13:22:08
100,0.1,10,100020,2.256478107434979,0.002895667013945058,2025-10-07 13:22:08
100,0.1,9,100019,4.051826656243103,0.008028874988667667,2025-10-07 13:22:08
100,0.1,12,100022,2.3446076255988797,0.004652709001675248,2025-10-07 13:22:08
100,0.1,11,100021,3.6825326308544026,0.006037999992258847,2025-10-07 13:22:08
100,0.1,14,100024,4.355424227366295,0.0038185419980436563,2025-10-07 13:22:08
100,0.1,13,100023,1.5745415841472126,0.008259124995674938,2025-10-07 13:22:08
100,0.1,15,100025,6.712150683990941,0.005221166997216642,2025-10-07 13:22:08
100,0.1,16,100026,18.478377218541205,0.0037030829989816993,2025-10-07 13:22:08
100,0.1,17,100027,2.836830543649617,0.002996625000378117,2025-10-07 13:22:08
100,0.1,19,100029,8.32473374637028,0.0038164590077940375,2025-10-07 13:22:08
100,0.1,18,100028,2.554322627164322,0.009041999990586191,2025-10-07 13:22:08
100,0.1,0,100010,0.6517722859464484,0.010035042010713369,2025-10-07 13:59:30
100,0.1,1,100011,0.1251737772495668,0.007563916995422915,2025-10-07 13:59:30
100,0.1,2,100012,0.3006401900532402,0.007506833004299551,2025-10-07 13:59:30
100,0.1,3,100013,0.49249220619777423,0.005270333000225946,2025-10-07 13:59:30
100,0.1,4,100014,0.10249798264706327,0.009488249983405694,2025-10-07 13:59:30
100,0.1,5,100015,0.2194786219791619,0.008684917003847659,2025-10-07 13:59:30
100,0.1,6,100016,0.786103070157738,0.0039703329966869205,2025-10-07 13:59:30
100,0.1,7,100017,0.7790141258227135,0.004416499985381961,2025-10-07 13:59:30
100,0.1,8,100018,1.331668718001029,0.003907625010469928,2025-10-07 13:59:30
100,0.1,9,100019,0.7541877321336204,0.003802457998972386,2025-10-07 13:59:30
100,0.1,10,100020,0.1834480057225991,0.005123042006744072,2025-10-07 13:59:30
100,0.1,11,100021,0.8282014729657621,0.0034774579980876297,2025-10-07 13:59:30
100,0.1,12,100022,0.7419988410115045,0.005974041996523738,2025-10-07 13:59:30
100,0.1,13,100023,0.1282336910957941,0.007272040995303541,2025-10-07 13:59:30
100,0.1,14,100024,1.2631411402339823,0.006560208013979718,2025-10-07 13:59:30
100,0.1,15,100025,1.901745455929098,0.016137041995534673,2025-10-07 13:59:30
100,0.1,17,100027,0.2803541684448509,0.004028333001770079,2025-10-07 13:59:30
100,0.1,16,100026,0.23917579816454088,0.018337125016842037,2025-10-07 13:59:30
100,0.1,19,100029,0.1454836025023815,0.004270541976438835,2025-10-07 13:59:30
100,0.1,18,100028,0.13134932634777868,0.006909791991347447,2025-10-07 13:59:30
100,0.2,0,100020,0.20614089579229167,0.003699665976455435,2025-10-07 13:59:33
100,0.2,1,100021,0.1790148837297938,0.0034554169978946447,2025-10-07 13:59:33
100,0.2,2,100022,0.22898626684693504,0.0036797079956158996,2025-10-07 13:59:33
100,0.2,3,100023,0.03640689937585137,0.011997333000181243,2025-10-07 13:59:33
100,0.2,4,100024,0.37939896165757114,0.0034954169823322445,2025-10-07 13:59:33
100,0.2,5,100025,0.5840691010931859,0.007835709024220705,2025-10-07 13:59:33
100,0.2,6,100026,0.11025496431646092,0.003449167008511722,2025-10-07 13:59:33
100,0.2,7,100027,0.4219938588597279,0.008206625003367662,2025-10-07 13:59:33
100,0.2,9,100029,0.15991617020340085,0.00452737498562783,2025-10-07 13:59:33
100,0.2,8,100028,0.12542498186524564,0.009014834009576589,2025-10-07 13:59:33
100,0.2,11,100031,0.07878332975596858,0.0043047500075772405,2025-10-07 13:59:33
100,0.2,13,100033,0.19044662264554407,0.0035657089902088046,2025-10-07 13:59:33
100,0.2,10,100030,0.21713358245669753,0.008916708990000188,2025-10-07 13:59:33
100,0.2,12,100032,0.283124337710313,0.007199417013907805,2025-10-07 13:59:33
100,0.2,14,100034,0.2543253155502223,0.006336874997941777,2025-10-07 13:59:33
100,0.2,17,100037,0.3862253081453491,0.004044959001475945,2025-10-07 13:59:33
100,0.2,15,100035,0.09695463459626609,0.005239791993517429,2025-10-07 13:59:33
100,0.2,19,100039,0.17670386870455485,0.003652749990578741,2025-10-07 13:59:33
100,0.2,16,100036,0.13961567026093935,0.008073375007370487,2025-10-07 13:59:33
100,0.2,18,100038,0.11761030833324966,0.0047977089998312294,2025-10-07 13:59:33
100,0.5,0,100050,0.03454222999995457,0.00810166698647663,2025-10-07 13:59:35
100,0.5,1,100051,0.022389850817280864,0.003517125005600974,2025-10-07 13:59:35
100,0.5,2,100052,0.029162414292158885,0.009622583020245656,2025-10-07 13:59:35
100,0.5,3,100053,0.019463843579267115,0.006694958981825039,2025-10-07 13:59:35
100,0.5,4,100054,0.030865172572716065,0.005181749991606921,2025-10-07 13:59:35
100,0.5,5,100055,0.031524119436603375,0.0035846660030074418,2025-10-07 13:59:35
100,0.5,7,100057,0.07951394970448124,0.003385541000170633,2025-10-07 13:59:35
100,0.5,8,100058,0.015666750269791203,0.00364308399730362,2025-10-07 13:59:35
100,0.5,9,100059,0.05531706321717525,0.0033743329986464232,2025-10-07 13:59:35
100,0.5,10,100060,0.028149761450173613,0.003399916982743889,2025-10-07 13:59:35
100,0.5,6,100056,0.021796092544064047,0.012859791982918978,2025-10-07 13:59:35
100,0.5,11,100061,0.04321402603531841,0.0049305830034427345,2025-10-07 13:59:35
100,0.5,12,100062,0.01755486988811904,0.005938917020102963,2025-10-07 13:59:35
100,0.5,14,100064,0.047101472881251764,0.008329749980475754,2025-10-07 13:59:35
100,0.5,15,100065,0.10058241565684545,0.009749290999025106,2025-10-07 13:59:35
100,0.5,13,100063,0.012819444127855947,0.013578916987171397,2025-10-07 13:59:35
100,0.5,16,100066,0.024072499506495114,0.004409457993460819,2025-10-07 13:59:35
100,0.5,18,100068,0.08388216135433213,0.004861790977884084,2025-10-07 13:59:35
100,0.5,17,100067,0.06448477986034236,0.009304083010647446,2025-10-07 13:59:35
100,0.5,19,100069,0.10401671408916342,0.006984292005654424,2025-10-07 13:59:35
100,1.0,0,100100,0.0100359311851085,0.010795708018122241,2025-10-07 13:59:37
100,1.0,1,100101,0.015752851730931387,0.004185166995739564,2025-10-07 13:59:37
100,1.0,2,100102,0.002607112986654682,0.006046374997822568,2025-10-07 13:59:37
100,1.0,3,100103,0.006514843661007135,0.01011120798648335,2025-10-07 13:59:37
100,1.0,4,100104,0.00504008812739577,0.0036034579970873892,2025-10-07 13:59:37
100,1.0,5,100105,0.03246957043140555,0.01129558400134556,2025-10-07 13:59:37
100,1.0,6,100106,0.011013837187947816,0.006207832979271188,2025-10-07 13:59:37
100,1.0,7,100107,0.026652485246397323,0.008514749992173165,2025-10-07 13:59:37
100,1.0,8,100108,0.04261823847268689,0.009250041010091081,2025-10-07 13:59:37
100,1.0,9,100109,0.0021288522498304186,0.008086459012702107,2025-10-07 13:59:37
100,1.0,10,100110,0.004799625905964161,0.009111124993069097,2025-10-07 13:59:37
100,1.0,11,100111,0.0022828437804866875,0.00429654199979268,2025-10-07 13:59:37
100,1.0,12,100112,0.0037876460426514917,0.007431125006405637,2025-10-07 13:59:37
100,1.0,13,100113,0.009523347318529465,0.0035289170045871288,2025-10-07 13:59:37
100,1.0,14,100114,0.01484814140299737,0.003431874996749684,2025-10-07 13:59:37
100,1.0,15,100115,0.013087033454033874,0.005187333008507267,2025-10-07 13:59:37
100,1.0,16,100116,0.014109317670999908,0.01006524998228997,2025-10-07 13:59:37
100,1.0,17,100117,0.009116667793566579,0.00943587499205023,2025-10-07 13:59:37
100,1.0,18,100118,0.013722706820951877,0.0039743329980410635,2025-10-07 13:59:37
100,1.0,19,100119,0.01123760502417037,0.003947916993638501,2025-10-07 13:59:37
500,0.1,1,500011,0.09742264224564058,0.05201433302136138,2025-10-07 13:59:40
500,0.1,0,500010,0.060868135525861164,0.06196412499411963,2025-10-07 13:59:40
500,0.1,3,500013,0.08724917221298453,0.0498989170009736,2025-10-07 13:59:40
500,0.1,4,500014,0.0699384264452679,0.05681037498288788,2025-10-07 13:59:40
500,0.1,2,500012,0.13091312057807686,0.07260154199320823,2025-10-07 13:59:40
500,0.1,5,500015,0.10285532822356547,0.0742084159865044,2025-10-07 13:59:40
500,0.1,6,500016,0.12683468585431074,0.08036016600090079,2025-10-07 13:59:40
500,0.1,7,500017,0.03784337054613006,0.09938258299371228,2025-10-07 13:59:40
500,0.1,11,500021,0.07314677032172155,0.0640425420133397,2025-10-07 13:59:40
500,0.1,8,500018,0.07460372645304975,0.08523262501694262,2025-10-07 13:59:40
500,0.1,9,500019,0.06830928863287372,0.08147375000407919,2025-10-07 13:59:40
500,0.1,10,500020,0.10859642574352121,0.07763637500465848,2025-10-07 13:59:40
500,0.1,12,500022,0.06510263476569314,0.06305633299052715,2025-10-07 13:59:40
500,0.1,13,500023,0.05039927948374682,0.0697291660180781,2025-10-07 13:59:40
500,0.1,14,500024,0.17844218343409113,0.054307457990944386,2025-10-07 13:59:40
500,0.1,15,500025,0.11340122235792977,0.05653745899326168,2025-10-07 13:59:40
500,0.1,16,500026,0.10483078484901816,0.04066912501002662,2025-10-07 13:59:40
500,0.1,18,500028,0.09720085836535276,0.040269625023938715,2025-10-07 13:59:40
500,0.1,19,500029,0.05231969942443125,0.04534700000658631,2025-10-07 13:59:40
500,0.1,17,500027,0.13094628348278714,0.05608391700661741,2025-10-07 13:59:40
500,0.2,1,500021,0.016741160138169224,0.03945466599543579,2025-10-07 13:59:42
500,0.2,0,500020,0.036123536218816255,0.06172329199034721,2025-10-07 13:59:42
500,0.2,2,500022,0.013092710518898407,0.05082125001354143,2025-10-07 13:59:42
500,0.2,3,500023,0.029750601244415347,0.05513729201629758,2025-10-07 13:59:42
500,0.2,6,500026,0.03482584493522947,0.05135383299784735,2025-10-07 13:59:42
500,0.2,5,500025,0.017854981814674875,0.05928437499096617,2025-10-07 13:59:42
500,0.2,4,500024,0.0477383250190177,0.07343991700327024,2025-10-07 13:59:42
500,0.2,7,500027,0.047354471676834826,0.0660641250142362,2025-10-07 13:59:42
500,0.2,9,500029,0.042409805298559276,0.062272333016153425,2025-10-07 13:59:42
500,0.2,10,500030,0.06842398705850238,0.043907249986659735,2025-10-07 13:59:43
500,0.2,8,500028,0.012936583957486139,0.08220191698637791,2025-10-07 13:59:43
500,0.2,11,500031,0.03214203560178859,0.05709175000083633,2025-10-07 13:59:43
500,0.2,12,500032,0.06200135057800023,0.050671291013713926,2025-10-07 13:59:43
500,0.2,13,500033,0.053800699728206454,0.05904458399163559,2025-10-07 13:59:43
500,0.2,15,500035,0.01715979331995568,0.05637491698144004,2025-10-07 13:59:43
500,0.2,14,500034,0.07965807507838576,0.061185917002148926,2025-10-07 13:59:43
500,0.2,17,500037,0.02810704730935052,0.051820208987919614,2025-10-07 13:59:43
500,0.2,19,500039,0.04481330594158071,0.03455849998863414,2025-10-07 13:59:43
500,0.2,16,500036,0.021191290421079808,0.05419187498046085,2025-10-07 13:59:43
500,0.2,18,500038,0.03073788284940064,0.0575042919954285,2025-10-07 13:59:43
500,0.5,0,500050,0.004363268724268637,0.047413666994543746,2025-10-07 13:59:45
500,0.5,1,500051,0.005352301947449127,0.0556536249932833,2025-10-07 13:59:45
500,0.5,2,500052,0.0036540029778317096,0.05448925000382587,2025-10-07 13:59:45
