epsilon,DP_mean,DP_se,DP_time_mean,DP_time_se,MS_mean,MS_se
0.1,28.893562643078287,6.738903159758917,0.028831016653566622,0.0008413951190652723,0.039355165313541926,0.001586019546127435
0.2,11.830105427066352,2.8701788975955087,0.02616900419816375,0.0002756181914150701,0.039355165313541926,0.001586019546127435
0.5,2.9591734777342102,0.37485604132517736,0.031240299850469454,0.00180004052876492,0.039355165313541926,0.001586019546127435
1,1.1612256189695267,0.10319676253916756,0.026360506398486905,0.00046059749512218623,0.039355165313541926,0.001586019546127435
5,0.9396918896197894,0.5496293422590735,0.028256604145281018,0.001265074799615539,0.039355165313541926,0.001586019546127435
