epsilon,DP_mean,DP_se,DP_time_mean,DP_time_se,MS_mean,MS_se
0.1,1.321830007278659,0.20788998151750268,0.5215460519539192,0.004139406688917726,0.0029229122231214824,1.6895521744933393e-05
0.2,0.37675266749594316,0.03544283843053494,0.5201451271306723,0.0046677613149066636,0.0029229122231214824,1.6895521744933393e-05
0.5,0.07405998028842833,0.009058827037524255,0.5150395896285772,0.004506419511283946,0.0029229122231214824,1.6895521744933393e-05
1,0.026447372492863996,0.0031082192978252425,0.5123177499161102,0.004099330521704794,0.0029229122231214824,1.6895521744933393e-05
5,0.0063585884987997065,0.000567225802292032,0.5136786832823418,0.004091240932830624,0.0029229122231214824,1.6895521744933393e-05
