epsilon,DP_mean,DP_se,DP_time_mean,DP_time_se,MS_mean,MS_se
0.1,5.3413612565795034,0.49898261573219543,0.05182640621205792,0.0006510784213158942,0.011826903243663894,0.0001666298164614983
0.2,2.850348342182137,0.5543872634643842,0.05145032088039443,0.0005164077225045116,0.011826903243663894,0.0001666298164614983
0.5,1.0212821116463406,0.17127589150093714,0.05034631892340258,0.0004148296851168783,0.011826903243663894,0.0001666298164614983
1,0.313478347636718,0.034170977491386825,0.05101804793812335,0.0004641933330268447,0.011826903243663894,0.0001666298164614983
5,0.11819577409774404,0.01626357165928902,0.05136458757333458,0.0009131198236686258,0.011826903243663894,0.0001666298164614983
