Algorithm,Eps_modes,Run,Seed,ARI,NMI,Silhouette,MSE,Runtime_s,timestamp
DP-KMeans,0.5,11,52,0.10383454465640682,0.238763846431515,0.05616261810064316,414.93624857972134,1.6257781982421875,2025-10-09 01:45:13
DP-KMeans,0.5,19,60,0.2766437781116203,0.39051849895126817,0.06681936234235764,262.107778203257,1.7680132389068604,2025-10-09 01:45:55
DP-KMeans,0.5,18,59,0.21259944544654688,0.31790720012253904,0.07110854983329773,469.5485783078284,1.654754877090454,2025-10-09 01:45:56
DP-KMeans,0.5,17,58,0.19064179998088185,0.3086777807103639,0.05123727396130562,505.4828574694592,1.8339910507202148,2025-10-09 01:45:56
DP-KMeans,0.5,16,57,0.1280993793492023,0.2614433616733274,0.034520674496889114,418.2708792275491,1.870474100112915,2025-10-09 01:45:57
DP-KMeans,1,5,46,0.25651999514989793,0.37137395433672593,0.05629942938685417,172.0305407859012,1.3472700119018555,2025-10-09 09:01:47
DP-KMeans,1,0,41,0.2433255126310559,0.3578005673750415,0.045380495488643646,313.21848727719737,1.1931300163269043,2025-10-09 09:01:48
DP-KMeans,1,2,43,0.2877441130073178,0.39746648691987513,0.07176467776298523,275.8852387700169,1.205383062362671,2025-10-09 09:01:49
DP-KMeans,1,4,45,0.22129591535975943,0.33595012442568367,0.05944250896573067,262.60149076140556,1.282339096069336,2025-10-09 09:01:49
DP-KMeans,1,1,42,0.24819502269081176,0.36914720304851156,0.053370002657175064,230.95657753892903,1.2337570190429688,2025-10-09 09:01:51
DP-KMeans,1,6,47,0.2220065300005389,0.3497392881974657,0.06653030961751938,161.53304006776594,1.2983570098876953,2025-10-09 09:01:51
DP-KMeans,1,3,44,0.21999584888359108,0.3447269586426639,0.06077321246266365,265.3905609147651,1.1988019943237305,2025-10-09 09:01:52
DP-KMeans,1,7,48,0.16159257945260588,0.2688224906256158,0.04758031293749809,483.3080676449511,1.3394749164581299,2025-10-09 09:01:53
DP-KMeans,1,9,50,0.25461877290741625,0.36741677045790533,0.05004130303859711,176.94926016562073,1.759639024734497,2025-10-09 09:03:30
DP-KMeans,1,13,54,0.2569425456918325,0.38256582195717076,0.06202860549092293,254.78258695790683,1.6812102794647217,2025-10-09 09:03:35
DP-KMeans,1,10,51,0.23866678234378208,0.3586500391045551,0.050898775458335876,389.73359559620803,1.7029752731323242,2025-10-09 09:03:36
DP-KMeans,1,15,56,0.23660852273243568,0.3428742116518396,0.06872912496328354,353.7189876730031,1.856698989868164,2025-10-09 09:03:38
DP-KMeans,1,8,49,0.1680279798613267,0.29064460870032244,0.047755464911460876,501.08437244885044,1.735292911529541,2025-10-09 09:03:39
DP-KMeans,1,12,53,0.15829590624172468,0.27252514594346466,0.046201203018426895,408.274059895946,1.7683541774749756,2025-10-09 09:03:40
DP-KMeans,1,11,52,0.1848974394533003,0.3296292451473636,0.07608726620674133,439.0846926957206,1.7177948951721191,2025-10-09 09:03:41
DP-KMeans,1,14,55,0.17331715178642942,0.32178126022328873,0.022296763956546783,332.3294856418969,1.7104771137237549,2025-10-09 09:03:42
DP-KMeans,1,16,57,0.1843552037160769,0.3248654190323225,0.04496651887893677,188.61983033468405,1.8292291164398193,2025-10-09 09:04:28
DP-KMeans,1,18,59,0.27514669309515455,0.3820229139098543,0.07289746403694153,193.88683661882547,1.7696940898895264,2025-10-09 09:04:28
DP-KMeans,1,17,58,0.20202872797479052,0.31363907581686185,0.04286402091383934,331.19872320296395,1.6644079685211182,2025-10-09 09:04:29
DP-KMeans,1,19,60,0.27777504721966906,0.391707970492771,0.0566769614815712,137.01197131064873,1.6225080490112305,2025-10-09 09:04:29
