Algorithm,Eps_modes,Run,Seed,ARI,NMI,Silhouette,MSE,Runtime_s,timestamp
DP-KMeans,5,3,44,0.21141412912312907,0.35260536025501776,0.06695340573787689,107.65798387682268,1.3336360454559326,2025-10-02 08:36:55
DP-KMeans,5,7,48,0.20930891763927528,0.36569028475325205,0.061738498508930206,87.76794731569079,1.3114800453186035,2025-10-02 08:36:57
DP-KMeans,5,9,50,0.28610697499937104,0.40573786337007867,0.06865434348583221,54.51699591004965,1.736860990524292,2025-10-02 08:38:48
DP-KMeans,5,14,55,0.20926045569945428,0.35776742955493246,0.05341102182865143,71.32304357976199,1.8362491130828857,2025-10-02 08:38:52
DP-KMeans,5,10,51,0.28242432405148915,0.40873471960527197,0.0692201554775238,56.93299694630055,1.819261074066162,2025-10-02 08:38:52
DP-KMeans,5,8,49,0.20811232548403522,0.3610504648531661,0.055960994213819504,283.7802340782158,1.7330570220947266,2025-10-02 08:38:53
DP-KMeans,5,13,54,0.30049193958699916,0.4275918414817019,0.06737077236175537,163.0903403127781,1.880890130996704,2025-10-02 08:38:53
DP-KMeans,5,12,53,0.19140970974574434,0.3239709233740617,0.058980342000722885,86.12757113936615,1.813460111618042,2025-10-02 08:38:54
DP-KMeans,5,15,56,0.25280287271560076,0.3651362579863251,0.07139524072408676,88.17724185973853,1.9841482639312744,2025-10-02 08:38:54
DP-KMeans,5,11,52,0.2418258238951111,0.3870853937185982,0.08035881072282791,78.01943069042181,1.8312273025512695,2025-10-02 08:38:55
DP-KMeans,5,16,57,0.19824396543032904,0.3344913126307661,0.053645145148038864,100.05815896162777,2.0035998821258545,2025-10-02 08:39:41
DP-KMeans,5,17,58,0.2306059060362376,0.3523833217165536,0.05888849124312401,75.82770462682961,1.6322412490844727,2025-10-02 08:39:42
DP-KMeans,5,18,59,0.2933516078929854,0.41350251368443053,0.08134029805660248,66.5034659152361,1.6179618835449219,2025-10-02 08:39:44
DP-KMeans,5,19,60,0.27903422103623937,0.39652435246481393,0.06575661152601242,63.73044982535036,1.551522970199585,2025-10-02 08:39:44
DP-KMeans,10,0,41,0.2598570323104139,0.3895892434968765,0.0625961571931839,58.12199840251412,1.3357207775115967,2025-10-02 10:06:35
DP-KMeans,10,5,46,0.2505682214975431,0.37680574211569,0.06152055785059929,62.13534708203289,1.403087854385376,2025-10-02 10:06:39
DP-KMeans,10,1,42,0.27742965698626704,0.3956876601981189,0.06821338087320328,74.96536855414949,1.371110200881958,2025-10-02 10:06:39
DP-KMeans,10,4,45,0.2510205168642197,0.3938086748736796,0.07056140899658203,67.57643624801335,1.361130952835083,2025-10-02 10:06:39
DP-KMeans,10,6,47,0.23038328512889877,0.36731520371193427,0.0687985047698021,64.37456063367839,1.3698351383209229,2025-10-02 10:06:41
DP-KMeans,10,2,43,0.2819827613441831,0.3949865404574421,0.07689423859119415,97.77479864417347,1.3466742038726807,2025-10-02 10:06:41
DP-KMeans,10,7,48,0.21394207999421277,0.36793454161625644,0.0626906231045723,84.29450268169697,1.348254919052124,2025-10-02 10:06:41
DP-KMeans,10,3,44,0.21645919492511734,0.3593854715242218,0.07083695381879807,92.79324297646215,1.359860897064209,2025-10-02 10:06:41
DP-KMeans,10,8,49,0.2112224578383443,0.3597328489510117,0.057172153145074844,177.62398841721455,1.9751050472259521,2025-10-02 10:09:13
DP-KMeans,10,11,52,0.2433599663387223,0.38963697942678055,0.08111830055713654,80.89429957818285,1.9663469791412354,2025-10-02 10:09:13
DP-KMeans,10,13,54,0.30187480615397183,0.4240519369834882,0.0687459409236908,52.95383980698775,2.092302083969116,2025-10-02 10:09:15
DP-KMeans,10,10,51,0.2825277564414053,0.40825655759150037,0.06891290098428726,53.179044719142745,2.036428213119507,2025-10-02 10:09:21
DP-KMeans,10,9,50,0.2859671638119686,0.4053693111466194,0.0685843825340271,53.54556390824242,2.0369558334350586,2025-10-02 10:09:27
DP-KMeans,10,15,56,0.2566865716090802,0.3678937288316804,0.07269930094480515,84.95558914736948,2.1128640174865723,2025-10-02 10:09:28
DP-KMeans,10,12,53,0.19597557492257867,0.32791897299899486,0.060172196477651596,81.25256881168161,2.108135938644409,2025-10-02 10:09:28
DP-KMeans,10,14,55,0.21262049673295352,0.35964460837110773,0.05457805469632149,66.94840405805023,2.0335681438446045,2025-10-02 10:09:28
DP-KMeans,10,17,58,0.23518482776199004,0.35898023019441155,0.060286521911621094,73.70716677010915,1.2867069244384766,2025-10-02 10:10:06
DP-KMeans,10,16,57,0.19891972397952257,0.3353506030482065,0.054238077253103256,98.56363514861692,1.3743181228637695,2025-10-02 10:10:07
DP-KMeans,10,18,59,0.2948138371695423,0.4153157591186396,0.08176979422569275,65.75324438444319,1.6453018188476562,2025-10-02 10:10:07
DP-KMeans,10,19,60,0.27992411852415605,0.39793940578857945,0.0658067837357521,62.68921834901573,1.6287860870361328,2025-10-02 10:10:09
