Algorithm,ARI,NMI,Silhouette,MSE,Runtime(s)
MS Clustering,0.16314080769153325,0.37034053861084265,0.05411304952717453,26.498442106424385,2.896738052368164
DP-GRAMS-C,0.1583255432833715,0.30840099984785635,0.0453149363759993,13.117941164008972,3.638702869415283
KMeans,0.6694496781747482,0.7465637201685937,0.18253921552756683,3.916974085068317,0.07192778587341309
DP-KMeans,1.5175873420400184e-06,0.005509912080656383,0.10947252924434217,2247.6980722703925,0.35007309913635254
