n_samples,epsilon,run_idx,seed,dp_mse,dp_runtime_s,timestamp
500,0.1,0,500010,0.005763393067287509,0.08168545798980631,2025-10-07 11:44:06
500,0.1,1,500011,0.007703393188515334,0.10968454100657254,2025-10-07 11:44:06
500,0.1,7,500017,0.004097356728295404,0.08043454200378619,2025-10-07 11:44:06
500,0.1,3,500013,0.00833897798256741,0.10297958299634047,2025-10-07 11:44:06
500,0.1,2,500012,0.004092404642945578,0.11447591698379256,2025-10-07 11:44:06
500,0.1,4,500014,5.700016788325731e-07,0.10854445901350118,2025-10-07 11:44:06
500,0.1,5,500015,0.0020678276151342113,0.10381962501560338,2025-10-07 11:44:06
500,0.1,6,500016,0.003986142634072561,0.1072660000063479,2025-10-07 11:44:06
500,0.1,8,500018,0.0038376324298419174,0.0862595000071451,2025-10-07 11:44:06
500,0.1,9,500019,0.0020164441645029365,0.06472729198867455,2025-10-07 11:44:06
500,0.1,0,500010,0.05713806519172041,0.32460225000977516,2025-10-07 12:46:27
500,0.1,1,500011,0.04890333111633881,0.16973433300154284,2025-10-07 12:46:27
500,0.1,3,500013,0.34352814572368884,0.18589795799925923,2025-10-07 12:46:27
500,0.1,2,500012,0.054432424110103725,0.2186269999947399,2025-10-07 12:46:27
500,0.1,4,500014,0.00353241734798584,0.15443516700179316,2025-10-07 12:46:27
500,0.1,7,500017,0.05780773508384949,0.12994808302028105,2025-10-07 12:46:27
500,0.1,6,500016,0.22833496008659404,0.134415665990673,2025-10-07 12:46:27
500,0.1,5,500015,0.23504644261611327,0.18344804097432643,2025-10-07 12:46:27
500,0.1,9,500019,0.12126005195324402,0.11557616697973572,2025-10-07 12:46:27
500,0.1,8,500018,0.08071456920482487,0.11976404199958779,2025-10-07 12:46:27
100,0.1,0,100010,0.2791000851942432,0.01273766698432155,2025-10-07 13:37:29
100,0.1,1,100011,1.615989055093554,0.009704374999273568,2025-10-07 13:37:29
100,0.1,2,100012,0.6684352335884143,0.049985332996584475,2025-10-07 13:37:29
100,0.1,3,100013,0.4795173916771326,0.010707375011406839,2025-10-07 13:37:29
100,0.1,4,100014,0.33149306105558796,0.007298999989870936,2025-10-07 13:37:29
100,0.1,5,100015,0.20791540002348113,0.008416541997576132,2025-10-07 13:37:29
