Algorithm,Eps_modes,Run,Seed,ARI,NMI,Silhouette,MSE,Runtime_s,rr_p,timestamp
DP-GRAMS-C,2,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,1001.7723398208618,1.0,2025-10-02 07:06:37
DP-GRAMS-C,5,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1880.950553894043,1.0,2025-10-02 07:44:45
DP-GRAMS-C,5,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1885.9937579631805,1.0,2025-10-02 07:44:48
DP-GRAMS-C,5,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1886.6896879673004,1.0,2025-10-02 07:44:48
DP-GRAMS-C,5,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1887.4825859069824,1.0,2025-10-02 07:44:50
DP-GRAMS-C,5,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1887.223839044571,1.0,2025-10-02 07:44:50
DP-GRAMS-C,5,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1894.8586869239807,1.0,2025-10-02 07:44:58
DP-GRAMS-C,5,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1896.981466293335,1.0,2025-10-02 07:45:04
DP-GRAMS-C,5,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1911.4645659923553,1.0,2025-10-02 07:45:17
DP-GRAMS-C,5,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1869.848275899887,1.0,2025-10-02 08:17:50
DP-GRAMS-C,5,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1873.9431953430176,1.0,2025-10-02 08:17:50
DP-GRAMS-C,5,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1868.693242073059,1.0,2025-10-02 08:17:53
DP-GRAMS-C,5,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1869.5126469135284,1.0,2025-10-02 08:17:53
DP-GRAMS-C,5,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1874.0888042449951,1.0,2025-10-02 08:17:55
DP-GRAMS-C,5,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1873.601706981659,1.0,2025-10-02 08:18:07
DP-GRAMS-C,5,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1881.33997797966,1.0,2025-10-02 08:18:16
DP-GRAMS-C,5,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1889.5408260822296,1.0,2025-10-02 08:18:25
DP-GRAMS-C,5,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,979.3017928600311,1.0,2025-10-02 08:34:54
DP-GRAMS-C,5,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,977.8225951194763,1.0,2025-10-02 08:34:56
DP-GRAMS-C,5,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,981.4235181808472,1.0,2025-10-02 08:34:56
DP-GRAMS-C,5,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,979.6887080669403,1.0,2025-10-02 08:34:58
DP-GRAMS-C,10,1,42,0.4112594331713307,0.5280816893948607,0.07259929925203323,41.556190490722656,1859.8874688148499,1.0,2025-10-02 09:12:44
DP-GRAMS-C,10,3,44,0.41277256606991786,0.548560254143721,0.07861069589853287,55.56200408935547,1865.3815748691559,1.0,2025-10-02 09:12:51
DP-GRAMS-C,10,0,41,0.4200357956378655,0.5439028805589781,0.07589902728796005,42.31480026245117,1864.1201119422913,1.0,2025-10-02 09:12:51
DP-GRAMS-C,10,4,45,0.40836841330216883,0.5498912311389362,0.07691881060600281,46.506752014160156,1867.9536261558533,1.0,2025-10-02 09:12:51
DP-GRAMS-C,10,7,48,0.45322626932006704,0.5650698388450187,0.07509220391511917,38.664154052734375,1877.8252141475677,1.0,2025-10-02 09:13:04
DP-GRAMS-C,10,6,47,0.3698222028560145,0.5315938686172692,0.07343371957540512,75.56304931640625,1873.2756731510162,1.0,2025-10-02 09:13:04
DP-GRAMS-C,10,5,46,0.450777122477438,0.569951909828913,0.07582557201385498,39.348289489746094,1885.1236519813538,1.0,2025-10-02 09:13:11
DP-GRAMS-C,10,2,43,0.40570347559540876,0.5445475730509319,0.07970394194126129,47.68254852294922,1891.43279504776,1.0,2025-10-02 09:13:17
DP-GRAMS-C,10,8,49,0.4619716296921181,0.5697059091181477,0.07200559228658676,45.099205017089844,1893.539312839508,1.0,2025-10-02 09:46:12
DP-GRAMS-C,10,10,51,0.4136716115381478,0.5547851165916756,0.07643342763185501,62.8521614074707,1897.801733970642,1.0,2025-10-02 09:46:28
DP-GRAMS-C,10,9,50,0.40225048500143146,0.5284120386708712,0.07133868336677551,47.609832763671875,1897.123391866684,1.0,2025-10-02 09:46:28
DP-GRAMS-C,10,11,52,0.43439831389191913,0.5499281750942935,0.0766737163066864,45.611610412597656,1905.835203886032,1.0,2025-10-02 09:46:41
DP-GRAMS-C,10,13,54,0.417419290631615,0.5439160568917705,0.07498276978731155,46.974098205566406,1911.2270221710205,1.0,2025-10-02 09:47:01
DP-GRAMS-C,10,14,55,0.43928099973928536,0.5506596386430175,0.07461724430322647,43.70548629760742,1914.3149461746216,1.0,2025-10-02 09:47:09
DP-GRAMS-C,10,15,56,0.4114434667200118,0.549106036781089,0.07686103880405426,44.630279541015625,1912.1891050338745,1.0,2025-10-02 09:47:10
DP-GRAMS-C,10,12,53,0.3866639765122374,0.5264066023887559,0.07384190708398819,58.365028381347656,1933.1242489814758,1.0,2025-10-02 09:47:13
DP-GRAMS-C,10,18,59,0.4629674852826461,0.5581891275952858,0.08832366019487381,38.20435333251953,1020.4414432048798,1.0,2025-10-02 10:04:14
DP-GRAMS-C,10,16,57,0.4163458555859384,0.5385772436594302,0.07264439016580582,45.98357391357422,1037.6407177448273,1.0,2025-10-02 10:04:16
DP-GRAMS-C,10,17,58,0.4209601557153007,0.5407810889575457,0.07753153890371323,47.60159683227539,1026.1127362251282,1.0,2025-10-02 10:04:20
DP-GRAMS-C,10,19,60,0.39647101847966615,0.5404311461893007,0.07482468336820602,50.10877227783203,1014.9084241390228,1.0,2025-10-02 10:04:22
