Eps_modes,Algorithm,ARI,NMI,Silhouette,MSE,Std_ARI,Std_NMI,Std_Silhouette,Std_MSE,Mean_Runtime(s),Std_Runtime(s)
0.1,DP-GRAMS-C,0.4197904783610265,0.5466248713079906,0.075908095,48.19719,0.023809142870935735,0.012513573359351207,0.0035619913,8.752375,1670.712116444111,363.7451195733718
0.1,DP-KMeans,0.029712730726782467,0.0773749866115073,nan,1001.8348427109624,0.027471430872805343,0.055842340295412206,nan,111.51786843786894,1.5779706597328187,0.29438918743745957
0.5,DP-GRAMS-C,0.4197904783610265,0.5466248713079906,0.0759081,48.197193,0.023809142870935735,0.012513573359351207,0.003561991,8.752375,1785.5023621439934,400.7054795658205
0.5,DP-KMeans,0.1804841642859876,0.3051444848958139,0.047363706,453.22390046338376,0.04103128165892006,0.04128737907644788,0.014745742,130.79434595983003,1.5852247953414917,0.2478591667479797
1,DP-GRAMS-C,0.4197904783610264,0.5466248713079906,0.075908095,48.197193,0.02380914287093573,0.012513573359351207,0.0035619913,8.752375,1746.381540799141,383.471574437841
1,DP-KMeans,0.2235678145099759,0.34366747780046514,0.055129223,293.57992031516034,0.03968920450833712,0.03612164423863971,0.01247623,106.8462402988705,1.673267388343811,0.3074223364629944
2,DP-GRAMS-C,0.4197904783610265,0.5466248713079906,0.075908095,48.19719,0.023809142870935735,0.012513573359351207,0.0035619913,8.752375,1723.3461358308791,370.5343342656829
2,DP-KMeans,0.23879438909961567,0.3651650396256766,0.06151014,154.01037912864862,0.03413420978553678,0.024834021112010548,0.008034523,64.35999359807012,1.6049140691757202,0.2920028245363774
5,DP-GRAMS-C,0.4197904783610264,0.5466248713079906,0.075908095,48.197193,0.023809142870935735,0.012513573359351207,0.0035619913,8.752375,1702.522521686554,371.01933105983926
5,DP-KMeans,0.24584664970728554,0.3768848949106649,0.06545082,96.72032447998707,0.03397133198563588,0.026680155639395867,0.007585412,52.47966353812458,1.6026008486747743,0.2555140286976208
10,DP-GRAMS-C,0.4197904783610264,0.5466248713079906,0.075908095,48.197193,0.023809142870935735,0.012513573359351209,0.0035619913,8.752375,1717.4629201173782,355.87144152642946
10,DP-KMeans,0.24903600251675456,0.37978020102226207,0.06680981,77.70514091608887,0.032671597265290016,0.025157509730005485,0.007626659,26.813817575501286,1.659624707698822,0.3359989739573493
