Algorithm,ARI,NMI,Silhouette,MSE,Runtime(s)
MS Clustering,0.7112263531542049,0.7848476872894778,0.1871619522449659,5.113301161182916,2.990525960922241
DP-GRAMS-C,0.7106751250633195,0.7861456124103217,0.18737090089422193,5.064753089365803,3.8425416946411133
KMeans,0.6694496781747482,0.7465637201685937,0.18253921552756683,3.916974085068317,0.07899999618530273
DP-KMeans,1.5175873420400184e-06,0.005509912080656383,0.10947252924434217,2247.6980722703925,0.35526108741760254
